num choices/num voters,3,5,7,9,11,13,15,21,31,41,51
3,Nan,0.0206,0.036,0.0464,0.0537,0.059,0.0631,0.0712,0.0787,0.083,0.0859
4,0.0312,0.0593,0.0744,0.0835,Nan,Nan,Nan,Nan,Nan,Nan,Nan
5,0.054,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
6,0.0702,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
