num choices/num voters,3,5,7,9,11,13,15,21,31,41,51
3,0.5,0.5437,0.5666,0.5818,0.5936,0.6035,0.6121,0.6324,0.6555,0.6715,0.6833
4,0.5,0.475,0.4865,0.5021,Nan,Nan,Nan,Nan,Nan,Nan,Nan
5,0.5,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
6,0.5,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
