num choices/num voters,3,5,7,9,11,13,15,21,31,41,51,1001,10001
3,0.0731,0.105,0.126,0.139,0.149,0.157,0.16,0.174,0.178,0.19,0.189,0.209,0.206
4,0.104,0.146,0.171,0.186,0.197,0.205,0.21,0.222,0.232,0.237,0.24,0.255,0.258
5,0.116,0.164,0.191,0.209,0.219,0.229,0.235,0.25,0.263,0.269,0.276,0.291,0.292
6,0.118,0.172,0.2,0.222,0.235,0.245,0.254,0.269,0.284,0.29,0.296,0.315,0.317
7,0.116,0.174,0.204,0.225,0.241,0.252,0.263,0.284,0.3,0.306,0.312,0.336,0.339
8,0.112,0.171,0.207,0.228,0.247,0.26,0.272,0.289,0.307,0.319,0.323,0.355,0.355
9,0.108,0.167,0.205,0.229,0.247,0.261,0.271,0.293,0.314,0.326,0.332,0.364,0.367
10,0.103,0.164,0.202,0.228,0.248,0.263,0.273,0.296,0.318,0.332,0.339,0.375,0.376
