num choices/num voters,3,5,7,9,11,13,15,21,31,41,51,1001,10001
3,0.5,0.528,0.565,0.594,0.618,0.649,0.655,0.707,0.73,0.763,0.779,0.83,0.859
4,0.5,0.502,0.539,0.567,0.594,0.62,0.64,0.686,0.732,0.768,0.781,0.865,0.876
5,0.5,0.49,0.514,0.544,0.567,0.591,0.618,0.668,0.725,0.762,0.776,0.9,0.92
6,0.5,0.485,0.5,0.524,0.544,0.569,0.592,0.641,0.707,0.743,0.775,0.917,0.926
7,0.5,0.481,0.489,0.507,0.528,0.55,0.57,0.623,0.682,0.729,0.76,0.921,0.936
8,0.5,0.477,0.483,0.497,0.515,0.537,0.554,0.603,0.667,0.712,0.741,0.937,0.947
9,0.5,0.473,0.479,0.49,0.505,0.522,0.538,0.584,0.649,0.693,0.728,0.943,0.951
10,0.5,0.472,0.474,0.483,0.497,0.511,0.525,0.571,0.635,0.68,0.715,0.939,0.952
