num choices/num voters,3,5,7,9,11,13,15,21,31,41,51,1001,10001
3,1.0,1.0,0.862,0.812,0.801,0.751,0.691,0.634,0.629,0.608,0.59,0.564,0.542
4,1.0,1.0,0.858,0.79,0.798,0.733,0.687,0.65,0.632,0.61,0.595,0.553,0.548
5,1.0,1.0,0.884,0.803,0.823,0.748,0.705,0.669,0.639,0.617,0.605,0.54,0.533
6,1.0,1.0,0.903,0.828,0.846,0.774,0.73,0.692,0.656,0.632,0.608,0.536,0.532
7,1.0,1.0,0.919,0.851,0.868,0.8,0.758,0.708,0.679,0.644,0.62,0.536,0.528
8,1.0,1.0,0.933,0.871,0.887,0.823,0.783,0.731,0.693,0.66,0.634,0.529,0.526
9,1.0,1.0,0.944,0.886,0.902,0.843,0.804,0.754,0.711,0.676,0.645,0.528,0.522
10,1.0,1.0,0.953,0.901,0.915,0.862,0.824,0.768,0.726,0.688,0.656,0.53,0.523
