num choices/num voters,3,5,7,9,11,13,15,21,31,41,51,1001,10001
3,0.219,0.271,0.335,0.339,0.38,0.391,0.394,0.422,0.434,0.458,0.453,0.499,0.497
4,0.443,0.551,0.618,0.654,0.681,0.695,0.705,0.731,0.756,0.763,0.765,0.787,0.79
5,0.595,0.729,0.792,0.83,0.848,0.861,0.872,0.89,0.907,0.915,0.921,0.935,0.94
6,0.691,0.83,0.887,0.917,0.933,0.943,0.949,0.961,0.971,0.973,0.975,0.982,0.986
7,0.758,0.898,0.935,0.955,0.966,0.976,0.98,0.987,0.989,0.993,0.993,0.997,0.997
8,0.805,0.93,0.965,0.979,0.985,0.99,0.991,0.995,0.997,0.998,0.998,1.0,1.0
9,0.843,0.954,0.981,0.988,0.994,0.996,0.997,0.998,0.999,1.0,1.0,1.0,1.0
10,0.87,0.966,0.987,0.994,0.996,0.998,0.999,1.0,1.0,1.0,1.0,1.0,1.0
